Ticket ID,Status,Created On,Account,Account ID,Product (Ticket ID),,Serial ID (Ticket ID),Service and Support Team,Ticket Type,Service Category,Work Description (Ticket),Incident Description (Ticket),Sales Unit,Agent,Created By,Resolved On Date,Closing Date,Changed By,City,Postal Code,State,Incident Category,Product Status,Ticket Source,Product Category ID (Affected Product Category),Product Category,,Date of Resolution (Ticket ID),Warranty (Registered Product),Warranty Start Date (Registered Product),Warranty End Date (Registered Product),Product (Ticket Item),Ticket Item,Defective Returns Required,Registered Product,Changed On,Open_Ticket_Years,Open_Ticket_Months,Open_Ticket_Days,Total_Open_Ticket_Days,Counter
874955,Closed,29.06.2023,Tirur Nursing Home,7000001342,M9108,,DUTB2F13706,LIFE CARE SYSTEM (SF) DEALER,Service Calls,Breakdown Calls,"MACHINE FALLEN DOWN AND CABINET BROKEN

PAPER LOADING TRAY B","MACHINE FALLEN DOWN AND DAMAGE

THRU CALL FROM DELAER(ABIN-9",Kochi SO,M/s LIFE CARE SYSTEMS (KERALA),CALLCENTRE4 .,#,01.07.2023,M/s LIFE CARE SYSTEMS (KERALA),Malappuram,676101,Kerala,Not assigned,Not assigned,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,01.07.2023,SALES WARRANTY,08.10.2022,07.10.2023,Not assigned,#,X,MULTI CHANNEL RECORDER - A4 - M9108,01.07.2023,,,,,1
869371,Closed,05.06.2023,Kalawati Anand Hospital And Digestive Disease Centre,7000032375,MBPLMRAD100,,JXMA2C1741,SANDEEP-KUMAR,Service Calls,Breakdown Calls,MA METER REPLACED WITH NEW ONE THEN MA CALIBRTION DONE. NOW,"MA METER PROBLEM 

THRU MS BHARTHI 

",Delhi SO,SANDEEP KUMAR,CALLCENTRE3 .,22.06.2023,24.06.2023,SANDEEP KUMAR,"Sector 12, Sonipat",131001,Haryana,Not assigned,Available,Reported by Dealer,XR02,X-ray,,21.06.2023,SALES WARRANTY,18.10.2022,17.10.2023,mA meter( 0-150 ma DC),900AMTRP80,X,100mA Mobile Line Frequency X-Ray,24.06.2023,,,,,1
874456,Closed,26.06.2023,Kalawati Anand Hospital And Digestive Disease Centre,7000032375,MBPLMRAD100,,JXMA2C1741,GM TEC MEDICAL SYSTEMS,Service Calls,Breakdown Calls,MA Meter replaced & machine working fine.,"MA METER NOT WORKING

THRU CALL FROM BHARTHI",Not assigned,GMTEC MEDICAL SYSTEMS,CALLCENTRE4 .,#,26.06.2023,GMTEC MEDICAL SYSTEMS,"Sector 12, Sonipat",131001,Haryana,Not assigned,Not assigned,Reported by Dealer,XR02,X-ray,,21.06.2023,SALES WARRANTY,18.10.2022,17.10.2023,Not assigned,#,X,100mA Mobile Line Frequency X-Ray,26.06.2023,,,,,1
874584,Allotment,27.06.2023,Sadar Hospital,7000075736,FG5008230,,6140AK0260,ASM FAIZ.ALAM,Service Calls,Breakdown Calls,#,"LEAKAGE PROBLEM 

THRU MR MUSTAQUA .

O/W",Kolkata SO,FAIZ MANSOOR ALAM,CALLCENTRE3 .,#,#,CALLCENTRE3 .,Ranchi,834001,Jharkhand,Not assigned,Not assigned,Reported by Customer,AW02,Penlon-Anaesthesia work station,,#,SALES WARRANTY,09.05.2022,08.05.2023,Not assigned,#,X,Penlon Prima 320 Anesthesia Workstation,27.06.2023,0,0,6,6,1
870862,Closed,12.06.2023,Yogiraj Nursing Home,7000023821,MAMEFLO6,,FNTE2K2630,ASM GOPAL MUKHERJEE,Service Calls,Breakdown Calls,#,"LEAKAGE ISSUE


THRU CALL FROM MR.PRITAM

6291029376",Kolkata SO,GOPAL MUKHERJEE,CALLCENTRE4 .,#,13.06.2023,GOPAL MUKHERJEE,South 24 Parganas,743503,West Bengal,Not assigned,Not assigned,Reported by Customer,AW01,Anaesthesia work station,,12.06.2023,SALES WARRANTY,11.11.2022,10.11.2023,Not assigned,#,X,AWS E FLO 6,13.06.2023,,,,,1
868375,Resolved,05.06.2023,Lajwanti Hospital,7000109224,MAMEFLO6,,FNTE2G2510,ASM TUSHANT GANDHI,Service Calls,Breakdown Calls,#,"leakage in vaporizer

thru call from tushant

$",Punjab SO,TUSHANT GANDHI,CALLCENTRE4 .,26.06.2023,#,TUSHANT GANDHI,Jalandhar,144002,Punjab,Not assigned,Available,Reported by Employee,AW01,Anaesthesia work station,,26.06.2023,SALES WARRANTY,30.08.2022,29.08.2023,PEN- ISO-POURFILL VAPORIZER-VI5PSENEZ,13L1K007,X,AWS E FLO 6,26.06.2023,0,0,28,28,1
874421,Closed,26.06.2023,Kiran Diagnostic Center,7000112702,MECG6208VIEWC,,DETE2F25326,ASM_DATTATRAYA_ASHRUBA,Service Calls,Breakdown Calls,Demo provided to user.no issue found with the machine,"LEAD PROBLEM

THRU CALL FROM CUSTOMER(7057844119-PREETHI)

$",Mumbai SO,Not assigned,CALLCENTRE4 .,#,27.06.2023,DATTATRAYA ASHRUBA SABNE,Badlapur,421503,Maharashtra,Not assigned,Not assigned,Reported by Customer,EC02,Electrocardiographs-Multi channel,,27.06.2023,SALES WARRANTY,15.05.2023,13.05.2024,Not assigned,#,X,ECG MACHINE 6208 VIEW PLUS,27.06.2023,,,,,1
870830,Closed,12.06.2023,Trilok Laboratories Private Limited,7000000082,M9108,,DUTB2K14049,TRILOK LABORATORIES DEALER,Service Calls,Breakdown Calls,ECG MODULE REPLACED & MACHINE WORKING GOOD CONDITION,"LEAD 2 NOT WORKING

THRU MAIL FROM

TRILOK LABORATORIES",Bengaluru SO,M/s TRILOK LABORATORIES PRIVATE LIMITED,GANESH G M,12.06.2023,12.06.2023,M/s TRILOK LABORATORIES PRIVATE LIMITED,Bengaluru,560072,Karnataka,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,13.03.2023,11.03.2024,ECG BOARD 9108D,11L7I005,X,MULTI CHANNEL RECORDER - A4 - M9108,12.06.2023,,,,,1
874075,Allotment,24.06.2023,Senthil Multi Speciality Hospital,7000019863,BPLVOLPUMP1,,KMTA2G4823,"MEDIC-CARE ELECTRONICS, DEALER",Service Calls,Service Accessory Request,#,keypad complaint,Chennai SO,M/s MEDIC-CARE ELECTRONICS,M/s MEDIC-CARE ELECTRONICS,#,#,SRIMATHI RAMANAN,Devakottai,630302,Tamil Nadu,Not assigned,Available,Reported by Dealer,IP02,Volumetric Pump,,#,SALES WARRANTY,01.09.2022,31.08.2023,ACURA V1 KEYPAD,11L7F001,X,BPL VOLU. PUMP ACURA V1 with Drip Sensor,01.07.2023,0,0,9,9,1
874613,Allotment,27.06.2023,Goa Medical College And Hospital,7000011855,696FLORETDTT1000,,QKTA2D1630,ARSANIK HEALTHCARE DEALER,Service Calls,Breakdown Calls,#,"KEYBOARD PROBLEM
THRU MR RAFIQ",Bengaluru SO,M/s ARSANIK HEALTHCARE PRIVATE LIMITED,CALLCENTRE3 .,#,#,CALLCENTRE3 .,Bambolim,403202,Goa,Not assigned,Not assigned,Reported by Dealer,MIC,Mother Infant Care,,#,SALES WARRANTY,30.05.2022,29.05.2023,Not assigned,#,X,INF WARMER FLORET1000 D Trolley Tray UAY,27.06.2023,0,0,6,6,1
874612,Open,27.06.2023,Goa Medical College And Hospital,7000011855,696FLORETDTT1000,,QKTA2D1629,ARSANIK HEALTHCARE DEALER,Service Calls,Breakdown Calls,#,"KEYBOARD PROBLEM 
THRU MR RAFIQ",Bengaluru SO,M/s ARSANIK HEALTHCARE PRIVATE LIMITED,CALLCENTRE3 .,#,#,,Bambolim,403202,Goa,Not assigned,Not assigned,Not assigned,MIC,Mother Infant Care,,#,SALES WARRANTY,30.05.2022,29.05.2023,Not assigned,#,X,INF WARMER FLORET1000 D Trolley Tray UAY,27.06.2023,0,0,6,6,1
874611,Allotment,27.06.2023,Goa Medical College And Hospital,7000011855,696FLORETDTT1000,,QKTA2D1622,ARSANIK HEALTHCARE DEALER,Service Calls,Breakdown Calls,#,"KEYBOARD  PROBLEM 

THRU MR RAFIQ",Bengaluru SO,M/s ARSANIK HEALTHCARE PRIVATE LIMITED,CALLCENTRE3 .,#,#,CALLCENTRE3 .,Bambolim,403202,Goa,Not assigned,Not assigned,Reported by Dealer,MIC,Mother Infant Care,,#,SALES WARRANTY,30.05.2022,29.05.2023,Not assigned,#,X,INF WARMER FLORET1000 D Trolley Tray UAY,27.06.2023,0,0,6,6,1
871883,Closed,16.06.2023,RC CLINIC,7000105076,MECUBE-8,,L01674,KumarSarvesh,Service Calls,Breakdown Calls,Customer do not agree to pay,"key board not working 

thru mr dr gosh 

",Kolkata SO,Sarvesh Kumar,CALLCENTRE3 .,#,19.06.2023,SOUMITRA KARMAKAR,RANCHI,834001,West Bengal,Not assigned,Not assigned,Reported by Customer,US01,UltraSound,,19.06.2023,SALES WARRANTY,08.06.2022,07.06.2023,Not assigned,#,X,E-CUBE 8:4 default transducer ports,19.06.2023,,,,,1
873278,Allotment,20.06.2023,ANNA LAB,7000111920,MECGGENX3S,,JWMJ2M4786,TRINITY HEALTHCARE SYSTEMS DEALER,Service Calls,Breakdown Calls,#,INTERMITTENTLY PRINT NOT CORRECT.LETTERS ARE NOT IN CORRECT,Kochi SO,HEALTHCARE SYSTEM TRINITY,CALLCENTRE2 .,#,#,SOBHANA HARIKUMAR,thrissur,680014,Kerala,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,14.03.2023,12.03.2024,PCB MAIN  GenX3 6L 379-E-001 Ver. 2.3,PCB379MAIN,#,ECG MACHINE GEN X3S,30.06.2023,0,0,13,13,1
874489,Closed,26.06.2023,VIJAYSUDHA HEALTHCARE,7000113314,BPLFLORET100,,QSTA3B1478,PROLOY DENRE,Installation,Installation,#,"INTALLATION THRU MAIL FROM 

MR PROLOY",Kolkata SO,PROLOY DENRE,CALLCENTRE3 .,#,28.06.2023,PROLOY DENRE,Paschim Bardhaman,713346,West Bengal,Not assigned,Not assigned,Reported by Dealer,MIC,Mother Infant Care,,26.06.2023,SALES WARRANTY,14.06.2023,12.06.2024,Not assigned,#,X,BPL INFANT WARMER   FLORET100,28.06.2023,,,,,1
868440,Closed,03.06.2023,ROBZ HOSPITAL,7000113097,MBPLEVS3643-WP-ASM,,GBXB9P5A2514,KULDEEP YADAV,Installation,Installation,#,"INSTLLATION

THRU MAIL FROM KULDEEP YADAV",Lucknow SO,Not assigned,CALLCENTRE4 .,#,03.06.2023,CALLCENTRE4 .,NOIDA,201301,Uttar Pradesh,Not assigned,Not assigned,Reported by Employee,XR02,X-ray,,03.06.2023,SALES WARRANTY,26.05.2023,24.05.2024,Not assigned,#,#,14x17” wireless detector – IGZO Panel AS,03.06.2023,,,,,1
871949,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4338,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871940,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4329,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871939,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4328,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871965,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4344,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871948,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4337,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871946,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4335,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871964,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4343,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871938,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4327,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871961,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4340,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871947,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4336,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871963,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4342,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871937,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4326,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871936,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4325,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871962,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4341,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871904,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4316,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871935,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4324,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871905,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4317,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871934,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4323,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871933,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4322,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871931,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4321,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871906,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4318,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871908,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4320,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871907,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4319,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871945,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4334,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871941,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4330,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871944,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4333,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871378,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4312,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871960,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4339,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871943,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4332,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
871903,Closed,16.06.2023,Clinthe Research Ltd,7000006077,MPMEV10TD,,NMTA3B4315,AMI SALES & SERVICE DEALER,Installation,Installation,#,"INSTALLATION
THUR MAIL FROM AMI
$",Ahemdabad SO,M/s AMI SALES &  SERVICES,CALLCENTRE4 .,#,16.06.2023,CALLCENTRE4 .,Vadodara,391110,Gujarat,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,16.06.2023,SALES WARRANTY,25.05.2023,23.05.2024,Not assigned,#,X,BPL ELITE VIEW EV10 D TOUCH,16.06.2023,,,,,1
